"SKU","snapshot_date","units_in_stock","units_sold_7d","units_sold_30d","units_sold_60d","days_of_inventory_left","dead_stock_flag","total_order_quantity","avg_cost_per_unit","avg_lead_time","expected_delivery","actual_delivery"
"SKU-SHI-0045","2024-03-03",40,2,4,6,300.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2024-03-03",44,1,4,11,330.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2024-03-03",22,1,4,10,165.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2024-03-03",0,0,1,2,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0049","2024-03-03",46,2,5,9,276.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0050","2024-03-03",56,1,2,4,840.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0051","2024-03-03",0,0,2,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0052","2024-03-03",1,1,4,6,7.5,"N",60.0,1141.0,51.0,"2024-04-23","2024-04-23"
"SKU-JAC-0053","2024-03-03",0,2,3,9,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0054","2024-03-03",10,0,2,6,150.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2024-03-03",52,0,3,6,520.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2024-03-10",0,81,247,469,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0002","2024-03-10",0,29,115,236,0.0,"N",182.0,982.0,30.0,"2024-04-07","2024-04-09"
"SKU-SHI-0003","2024-03-10",0,18,71,139,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0004","2024-03-10",0,13,54,95,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0005","2024-03-10",0,15,40,90,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0006","2024-03-10",0,7,39,65,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0007","2024-03-10",0,4,24,41,0.0,"N",68.0,818.0,40.0,"2024-04-17","2024-04-19"
"SKU-PAN-0008","2024-03-10",0,14,27,40,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0009","2024-03-10",0,4,18,43,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0010","2024-03-10",0,4,20,40,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0011","2024-03-10",0,6,17,32,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0012","2024-03-10",0,0,11,28,0.0,"N",66.0,715.0,35.0,"2024-04-14","2024-04-14"
"SKU-SHI-0013","2024-03-10",0,3,7,15,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0014","2024-03-10",0,2,9,27,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0015","2024-03-10",0,7,16,28,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0016","2024-03-10",0,1,7,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0017","2024-03-10",0,1,7,18,0.0,"N",40.0,842.0,43.0,"2024-04-22","2024-04-22"
"SKU-PAN-0018","2024-03-10",0,1,8,17,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0019","2024-03-10",0,1,5,20,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0020","2024-03-10",0,6,11,22,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0021","2024-03-10",0,1,8,16,0.0,"N",40.0,1216.0,57.0,"2024-05-04","2024-05-06"
"SKU-PAN-0022","2024-03-10",0,1,6,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0023","2024-03-10",0,2,8,12,0.0,"N",49.0,668.0,32.0,"2024-04-11","2024-04-11"
"SKU-SHI-0024","2024-03-10",0,4,13,24,0.0,"N",56.0,854.0,58.0,"2024-05-04","2024-05-07"
"SKU-JAC-0025","2024-03-10",0,3,7,12,0.0,"N",50.0,1639.0,32.0,"2024-04-11","2024-04-11"
"SKU-PAN-0026","2024-03-10",0,2,7,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2024-03-10",0,2,4,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0028","2024-03-10",0,0,4,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0029","2024-03-10",0,2,6,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0030","2024-03-10",0,0,4,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0031","2024-03-10",0,2,4,9,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0032","2024-03-10",0,1,5,8,0.0,"N",40.0,627.0,38.0,"2024-04-17","2024-04-17"
"SKU-SHO-0033","2024-03-10",2,2,3,8,20.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2024-03-10",0,2,3,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0035","2024-03-10",0,1,9,15,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0036","2024-03-10",35,0,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2024-03-10",22,0,3,7,220.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2024-03-10",0,2,7,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0039","2024-03-10",13,0,2,4,195.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2024-03-10",27,3,5,10,162.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2024-03-10",47,1,5,7,282.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2024-03-10",27,1,6,10,135.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2024-03-10",0,3,5,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0044","2024-03-10",26,1,3,7,260.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0045","2024-03-10",38,2,6,8,190.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2024-03-10",44,0,2,8,660.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2024-03-10",22,0,3,9,220.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2024-03-10",0,2,3,4,0.0,"N",40.0,736.0,33.0,"2024-04-11","2024-04-12"
"SKU-TSH-0049","2024-03-10",45,1,5,9,270.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0050","2024-03-10",55,1,3,4,550.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0051","2024-03-10",0,0,2,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0052","2024-03-10",1,0,4,5,7.5,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0053","2024-03-10",0,0,3,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0054","2024-03-10",9,1,3,7,90.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2024-03-10",52,0,1,6,999.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2024-03-17",0,69,281,472,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0002","2024-03-17",0,32,122,230,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0003","2024-03-17",0,17,77,135,0.0,"N",166.0,1004.0,44.0,"2024-04-27","2024-04-30"
"SKU-TSH-0004","2024-03-17",0,9,51,94,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0005","2024-03-17",0,15,49,91,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0006","2024-03-17",0,12,41,72,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0007","2024-03-17",0,7,29,45,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0008","2024-03-17",0,6,29,41,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0009","2024-03-17",0,4,18,40,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0010","2024-03-17",0,5,20,37,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0011","2024-03-17",0,6,21,33,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0012","2024-03-17",0,4,13,25,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0013","2024-03-17",0,5,12,19,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0014","2024-03-17",0,2,10,25,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0015","2024-03-17",0,2,16,27,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0016","2024-03-17",0,2,6,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0017","2024-03-17",0,2,8,18,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0018","2024-03-17",0,4,11,19,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0019","2024-03-17",0,1,6,16,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0020","2024-03-17",0,2,13,21,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0021","2024-03-17",0,3,8,17,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0022","2024-03-17",0,3,8,14,0.0,"N",40.0,1076.0,50.0,"2024-05-03","2024-05-06"
"SKU-SHO-0023","2024-03-17",0,0,7,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0024","2024-03-17",0,2,12,23,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0025","2024-03-17",0,4,10,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0026","2024-03-17",0,2,9,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2024-03-17",0,2,6,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0028","2024-03-17",0,1,3,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0029","2024-03-17",0,3,8,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0030","2024-03-17",0,1,3,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0031","2024-03-17",0,2,6,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0032","2024-03-17",0,2,7,9,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0033","2024-03-17",2,0,3,4,20.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2024-03-17",0,2,4,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0035","2024-03-17",0,2,10,17,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0036","2024-03-17",35,0,0,2,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2024-03-17",19,3,4,9,142.5,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2024-03-17",0,1,6,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0039","2024-03-17",12,1,3,5,120.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2024-03-17",27,0,4,10,202.5,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2024-03-17",46,1,6,8,230.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2024-03-17",27,0,5,10,162.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2024-03-17",0,1,6,9,0.0,"N",62.0,677.0,34.0,"2024-04-20","2024-04-20"
"SKU-JAC-0044","2024-03-17",25,1,3,6,250.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0045","2024-03-17",38,0,5,8,228.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2024-03-17",43,1,2,7,645.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2024-03-17",20,2,4,11,150.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2024-03-17",0,0,2,4,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0049","2024-03-17",43,2,5,11,258.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0050","2024-03-17",54,1,3,4,540.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0051","2024-03-17",0,1,3,5,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0052","2024-03-17",0,2,6,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0053","2024-03-17",0,1,4,9,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0054","2024-03-17",8,1,2,6,120.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2024-03-17",50,2,2,6,750.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2024-03-24",0,64,294,472,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0002","2024-03-24",0,30,122,229,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0003","2024-03-24",0,15,77,132,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0004","2024-03-24",0,17,53,99,0.0,"N",138.0,539.0,41.0,"2024-05-02","2024-05-04"
"SKU-CRO-0005","2024-03-24",0,10,52,90,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0006","2024-03-24",0,9,41,76,0.0,"N",90.0,1097.0,46.0,"2024-05-08","2024-05-09"
"SKU-CRO-0007","2024-03-24",0,12,36,52,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0008","2024-03-24",0,6,33,45,0.0,"N",64.0,1152.0,43.0,"2024-05-03","2024-05-06"
"SKU-PAN-0009","2024-03-24",0,6,21,40,0.0,"N",84.0,1008.0,50.0,"2024-05-10","2024-05-13"
"SKU-TSH-0010","2024-03-24",0,7,24,39,0.0,"N",55.0,782.0,41.0,"2024-05-04","2024-05-04"
"SKU-SHO-0011","2024-03-24",0,7,24,36,0.0,"N",65.0,761.0,52.0,"2024-05-12","2024-05-15"
"SKU-TSH-0012","2024-03-24",0,1,13,23,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0013","2024-03-24",0,5,16,24,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0014","2024-03-24",0,5,14,25,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0015","2024-03-24",0,0,12,22,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0016","2024-03-24",0,1,6,14,0.0,"N",40.0,970.0,35.0,"2024-04-23","2024-04-28"
"SKU-SHI-0017","2024-03-24",0,2,10,19,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0018","2024-03-24",0,1,10,19,0.0,"N",40.0,1176.0,35.0,"2024-04-26","2024-04-28"
"SKU-CRO-0019","2024-03-24",0,4,9,17,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0020","2024-03-24",0,4,13,21,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0021","2024-03-24",0,4,11,20,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0022","2024-03-24",0,3,9,15,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0023","2024-03-24",0,2,8,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0024","2024-03-24",0,0,10,21,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0025","2024-03-24",0,1,11,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0026","2024-03-24",0,0,9,11,0.0,"N",46.0,1332.0,54.0,"2024-05-12","2024-05-17"
"SKU-JAC-0027","2024-03-24",0,1,7,9,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0028","2024-03-24",0,3,5,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0029","2024-03-24",0,4,11,14,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0030","2024-03-24",0,1,4,7,0.0,"N",53.0,621.0,61.0,"2024-05-19","2024-05-24"
"SKU-JAC-0031","2024-03-24",0,1,6,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0032","2024-03-24",0,3,9,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0033","2024-03-24",2,0,3,3,20.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2024-03-24",0,1,5,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0035","2024-03-24",0,1,9,15,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0036","2024-03-24",34,1,1,3,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2024-03-24",19,0,4,7,142.5,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2024-03-24",0,3,8,15,0.0,"N",40.0,1060.0,45.0,"2024-05-08","2024-05-08"
"SKU-SHO-0039","2024-03-24",12,0,3,4,120.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2024-03-24",27,0,4,9,202.5,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2024-03-24",44,2,7,10,188.6,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2024-03-24",26,1,5,10,156.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2024-03-24",0,0,6,9,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0044","2024-03-24",24,1,4,5,180.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0045","2024-03-24",37,1,5,9,222.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2024-03-24",42,1,3,7,420.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2024-03-24",19,1,4,8,142.5,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2024-03-24",0,2,4,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0049","2024-03-24",42,1,6,11,210.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0050","2024-03-24",52,2,5,6,312.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0051","2024-03-24",0,0,2,5,0.0,"N",40.0,928.0,42.0,"2024-05-05","2024-05-05"
"SKU-SHI-0052","2024-03-24",0,1,4,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0053","2024-03-24",0,1,5,7,0.0,"N",40.0,1660.0,44.0,"2024-05-06","2024-05-07"
"SKU-SHI-0054","2024-03-24",8,0,2,5,120.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2024-03-24",49,1,3,7,490.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2024-03-31",0,55,293,478,0.0,"N",482.0,705.0,49.0,"2024-05-16","2024-05-19"
"SKU-PAN-0002","2024-03-31",0,22,120,225,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0003","2024-03-31",0,17,74,142,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0004","2024-03-31",0,16,57,103,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0005","2024-03-31",0,12,59,91,0.0,"N",124.0,846.0,50.0,"2024-05-20","2024-05-20"
"SKU-SHI-0006","2024-03-31",0,7,37,74,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0007","2024-03-31",0,7,35,55,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0008","2024-03-31",0,6,34,49,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0009","2024-03-31",0,4,20,41,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0010","2024-03-31",0,8,24,42,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0011","2024-03-31",0,8,28,40,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0012","2024-03-31",0,5,12,24,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0013","2024-03-31",0,2,16,21,0.0,"N",62.0,1227.0,51.0,"2024-05-20","2024-05-21"
"SKU-CRO-0014","2024-03-31",0,3,13,25,0.0,"N",40.0,756.0,55.0,"2024-05-24","2024-05-25"
"SKU-SHI-0015","2024-03-31",0,5,14,26,0.0,"N",44.0,940.0,52.0,"2024-05-22","2024-05-22"
"SKU-PAN-0016","2024-03-31",0,2,7,14,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0017","2024-03-31",0,4,10,19,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0018","2024-03-31",0,1,10,17,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0019","2024-03-31",0,3,9,17,0.0,"N",70.0,726.0,52.0,"2024-05-19","2024-05-22"
"SKU-PAN-0020","2024-03-31",0,2,14,19,0.0,"N",44.0,1163.0,47.0,"2024-05-14","2024-05-17"
"SKU-PAN-0021","2024-03-31",0,0,9,19,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0022","2024-03-31",0,2,10,15,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0023","2024-03-31",0,0,4,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0024","2024-03-31",0,0,7,17,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0025","2024-03-31",0,2,10,14,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0026","2024-03-31",0,0,4,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2024-03-31",0,0,5,8,0.0,"N",46.0,1871.0,41.0,"2024-05-09","2024-05-11"
"SKU-PAN-0028","2024-03-31",0,4,8,13,0.0,"N",67.0,1317.0,61.0,"2024-05-26","2024-05-31"
"SKU-TSH-0029","2024-03-31",0,3,12,17,0.0,"N",55.0,701.0,34.0,"2024-05-04","2024-05-04"
"SKU-CRO-0030","2024-03-31",0,1,4,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0031","2024-03-31",0,1,6,9,0.0,"N",40.0,1800.0,42.0,"2024-05-12","2024-05-12"
"SKU-TSH-0032","2024-03-31",0,2,8,12,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0033","2024-03-31",0,2,4,5,0.0,"N",63.0,758.0,48.0,"2024-05-18","2024-05-18"
"SKU-PAN-0034","2024-03-31",0,2,7,11,0.0,"N",66.0,1051.0,47.0,"2024-05-12","2024-05-17"
"SKU-CRO-0035","2024-03-31",0,4,10,18,0.0,"N",40.0,721.0,55.0,"2024-05-20","2024-05-25"
"SKU-SHI-0036","2024-03-31",34,0,1,2,999.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0037","2024-03-31",18,1,4,8,135.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0038","2024-03-31",0,1,8,14,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0039","2024-03-31",11,1,2,5,165.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0040","2024-03-31",25,2,5,9,150.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0041","2024-03-31",44,0,4,9,330.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0042","2024-03-31",25,1,4,10,187.5,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0043","2024-03-31",0,0,5,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0044","2024-03-31",24,0,3,5,240.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0045","2024-03-31",36,1,5,8,216.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0046","2024-03-31",41,1,4,7,307.5,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0047","2024-03-31",19,0,3,7,190.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0048","2024-03-31",0,3,7,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0049","2024-03-31",40,2,6,11,200.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0050","2024-03-31",51,1,5,7,306.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0051","2024-03-31",0,0,1,3,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0052","2024-03-31",0,1,5,8,0.0,"N",40.0,1141.0,48.0,"2024-05-16","2024-05-18"
"SKU-JAC-0053","2024-03-31",0,0,3,5,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0054","2024-03-31",7,1,3,5,70.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0055","2024-03-31",47,2,5,8,282.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0001","2024-04-07",0,57,273,505,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0002","2024-04-07",0,32,124,235,0.0,"N",238.0,982.0,31.0,"2024-05-06","2024-05-08"
"SKU-SHI-0003","2024-04-07",0,18,71,143,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0004","2024-04-07",0,13,59,110,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0005","2024-04-07",0,13,54,91,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0006","2024-04-07",0,9,40,78,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0007","2024-04-07",0,10,37,61,0.0,"N",110.0,818.0,33.0,"2024-05-08","2024-05-10"
"SKU-PAN-0008","2024-04-07",0,6,26,52,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0009","2024-04-07",0,5,20,37,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0010","2024-04-07",0,7,30,49,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0011","2024-04-07",0,9,32,47,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0012","2024-04-07",0,1,11,22,0.0,"N",68.0,715.0,36.0,"2024-05-08","2024-05-13"
"SKU-SHI-0013","2024-04-07",0,1,14,21,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0014","2024-04-07",0,4,14,25,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0015","2024-04-07",0,3,12,27,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0016","2024-04-07",0,3,8,15,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHI-0017","2024-04-07",0,4,12,20,0.0,"N",40.0,842.0,49.0,"2024-05-26","2024-05-26"
"SKU-PAN-0018","2024-04-07",0,2,8,16,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0019","2024-04-07",0,2,10,15,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0020","2024-04-07",0,1,9,20,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0021","2024-04-07",0,4,12,20,0.0,"N",60.0,1216.0,41.0,"2024-05-17","2024-05-18"
"SKU-PAN-0022","2024-04-07",0,1,9,15,0.0,"N",0.0,0.0,0.0,"",""
"SKU-SHO-0023","2024-04-07",0,1,4,11,0.0,"N",57.0,668.0,36.0,"2024-05-08","2024-05-13"
"SKU-SHI-0024","2024-04-07",0,2,5,19,0.0,"N",66.0,854.0,57.0,"2024-06-01","2024-06-03"
"SKU-JAC-0025","2024-04-07",0,1,8,15,0.0,"N",40.0,1639.0,41.0,"2024-05-15","2024-05-18"
"SKU-PAN-0026","2024-04-07",0,2,4,11,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0027","2024-04-07",0,0,4,7,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0028","2024-04-07",0,1,9,13,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0029","2024-04-07",0,1,12,17,0.0,"N",0.0,0.0,0.0,"",""
"SKU-CRO-0030","2024-04-07",0,1,4,8,0.0,"N",0.0,0.0,0.0,"",""
"SKU-JAC-0031","2024-04-07",0,1,5,10,0.0,"N",0.0,0.0,0.0,"",""
"SKU-TSH-0032","2024-04-07",0,4,11,16,0.0,"N",40.0,627.0,56.0,"2024-05-31","2024-06-02"
"SKU-SHO-0033","2024-04-07",0,1,4,6,0.0,"N",0.0,0.0,0.0,"",""
"SKU-PAN-0034","2024-04-07",0,1,6,10,0.0,"N",0.0,0.0,0.0,"",""
